y4_hhid,hh_a06,hh_a13,y4_rural,domain,strataid,clusterid,wardtype,clustertype,y4_weights,occ,hh_a01_1,hh_a01_2,hh_a02_1,hh_a02_2,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,hh_a07_1,hh_a07_2,hh_a08,hh_a09,hh_a10,hh_a11,hh_a12_2,hh_a12_1,hh_a14,hh_a15,hh_a16,hh_a17_1,hh_a17_2,hh_a18,hh_a18_1,hh_a18_2,hh_a18_3,hh_a19,hh_a20,hh_a21,hh_a21_1,hh_a21_2,hh_a21_3,hh_a22,hh_a23,hh_a24,hh_a24_1,hh_a24_2,hh_a24_3,hh_a25,hh_a26,hh_a26_1,hh_a26_2,hh_a26_3,hh_a27
0040-001,40,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,2401001,,,15950.989,1,ARUSHA,ARUSHA,4,KARATU,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0186-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,4,42,20262,23,JUNE,2015,**CONFIDENTIAL**,1,20262,23,JUNE,2015,**CONFIDENTIAL**,10,20263,24,JUNE,2015,107,3022016,3,FEBRUARY,2016,YES
0041-001,41,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,2401001,,,17201.154,1,ARUSHA,ARUSHA,4,KARATU,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0187-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,14,8,30,20271,2,JULY,2015,**CONFIDENTIAL**,1,20272,3,JULY,2015,**CONFIDENTIAL**,10,20273,4,JULY,2015,107,8022016,8,FEBRUARY,2016,YES
0041-004,41,4,RURAL,MAINLAND RURAL,MOROGORO - URBAN,2401001,,,8726.0869,1,ARUSHA,ARUSHA,4,KARATU,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0187-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,14,5,44,20264,25,JUNE,2015,**CONFIDENTIAL**,1,20264,25,JUNE,2015,**CONFIDENTIAL**,10,20265,26,JUNE,2015,107,8022015,8,FEBRUARY,2015,YES
0042-001,42,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - URBAN,2401001,,,2247.7153,1,PWANI,PWANI,1,BAGAMOYO,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0187-006,ORIGINAL HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,54,5,34,20265,26,JUNE,2015,**CONFIDENTIAL**,5,20268,29,JUNE,2015,**CONFIDENTIAL**,50,20269,30,JUNE,2015,,,,,,YES
0043-001,43,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,2401001,,,8865.5029,1,ARUSHA,ARUSHA,4,KARATU,111,**CONFIDENTIAL**,0,**CONFIDENTIAL**,22,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0187-003,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,7,3,20264,25,JUNE,2015,**CONFIDENTIAL**,1,20264,25,JUNE,2015,**CONFIDENTIAL**,10,20265,26,JUNE,2015,107,8022016,8,FEBRUARY,2016,YES
0044-001,44,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,2401001,,,9356.4863,1,ARUSHA,ARUSHA,4,KARATU,111,**CONFIDENTIAL**,0,**CONFIDENTIAL**,22,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0187-004,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,6,21,20264,25,JUNE,2015,**CONFIDENTIAL**,1,20264,25,JUNE,2015,**CONFIDENTIAL**,10,20265,26,JUNE,2015,107,8022016,8,FEBRUARY,2016,YES
0045-001,45,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - URBAN,2401001,,,4264.8228,1,ARUSHA,ARUSHA,1,MONDULI,93,**CONFIDENTIAL**,0,**CONFIDENTIAL**,320,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0187-005,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,15,3,38,20067,10,DECEMBER,2014,**CONFIDENTIAL**,1,20068,11,DECEMBER,2014,**CONFIDENTIAL**,10,20075,18,DECEMBER,2014,,,,,,YES
0046-001,46,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,2401001,,,34402.309,1,ARUSHA,ARUSHA,4,KARATU,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0188-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,13,5,45,20262,23,JUNE,2015,**CONFIDENTIAL**,1,20263,24,JUNE,2015,**CONFIDENTIAL**,10,20264,25,JUNE,2015,107,4022016,4,FEBRUARY,2016,YES
0047-001,47,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,2401001,,,31985.15,1,ARUSHA,ARUSHA,4,KARATU,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0189-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,14,4,3,20262,23,JUNE,2015,**CONFIDENTIAL**,1,20262,23,JUNE,2015,**CONFIDENTIAL**,10,20263,24,JUNE,2015,107,5022016,5,FEBRUARY,2016,YES
0048-001,48,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,35863.199,1,KILIMANJARO,KILIMANJARO,1,ROMBO,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,2,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0223-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,13,3,6,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,1,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,10,20041,14,NOVEMBER,2014,104,2062015,2,JUNE,2015,YES
0049-001,49,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,28038.854,1,KILIMANJARO,KILIMANJARO,1,ROMBO,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,23,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0224-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,3,10,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,1,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,10,20040,13,NOVEMBER,2014,104,1062015,1,JUNE,2015,YES
0050-001,50,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,36491.754,1,KILIMANJARO,KILIMANJARO,1,ROMBO,141,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0225-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,13,4,44,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,1,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,10,20041,14,NOVEMBER,2014,104,1062014,1,JUNE,2014,YES
0051-001,51,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,41483.414,1,KILIMANJARO,KILIMANJARO,1,ROMBO,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,21,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0226-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,8,15,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,1,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,10,20042,15,NOVEMBER,2014,104,3062015,3,JUNE,2015,YES
0054-001,54,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,20094.572,1,KILIMANJARO,KILIMANJARO,1,ROMBO,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,27,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0228-003,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,11,4,18,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,1,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,10,20041,14,NOVEMBER,2014,104,2062015,2,JUNE,2015,YES
0055-001,55,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,8893.2832,1,KILIMANJARO,KILIMANJARO,1,ROMBO,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,2,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0228-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,15,3,28,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,1,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,10,20040,13,NOVEMBER,2014,104,1062015,1,JUNE,2015,YES
0055-002,55,2,URBAN,DAR ES SALAAM,MOROGORO - URBAN,3112002,,,4968.7173,1,DAR ES SALAAM,DAR ES SALAAM,1,KINONDONI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0228-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,63,4,0,20467,14,JANUARY,2016,**CONFIDENTIAL**,4,20467,14,JANUARY,2016,**CONFIDENTIAL**,20,20475,22,JANUARY,2016,,,,,,YES
0055-003,55,3,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,10077.631,1,KILIMANJARO,KILIMANJARO,1,ROMBO,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,2,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0228-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,15,12,6,20042,15,NOVEMBER,2014,**CONFIDENTIAL**,1,20043,16,NOVEMBER,2014,**CONFIDENTIAL**,10,20044,17,NOVEMBER,2014,104,4062015,4,JUNE,2015,YES
0056-001,56,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,39575.438,1,KILIMANJARO,KILIMANJARO,1,ROMBO,121,**CONFIDENTIAL**,0,**CONFIDENTIAL**,21,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0229-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,2,31,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,1,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,10,20042,15,NOVEMBER,2014,104,3062015,3,JUNE,2015,YES
0057-001,57,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,19495.436,1,KILIMANJARO,KILIMANJARO,1,ROMBO,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,2,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0230-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,14,3,26,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,1,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,10,20041,14,NOVEMBER,2014,104,1062015,1,JUNE,2015,YES
0058-001,58,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,3112002,,,41238.539,1,KILIMANJARO,KILIMANJARO,1,ROMBO,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,2,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0231-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,15,6,22,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,1,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,10,20042,15,NOVEMBER,2014,104,4062014,4,JUNE,2014,YES
0059-001,59,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,12457.081,1,KILIMANJARO,KILIMANJARO,2,MWANGA,73,**CONFIDENTIAL**,0,**CONFIDENTIAL**,301,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0250-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,4,33,20242,3,JUNE,2015,**CONFIDENTIAL**,1,20242,3,JUNE,2015,**CONFIDENTIAL**,10,20242,3,JUNE,2015,101,10022016,10,FEBRUARY,2016,YES
0060-001,60,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,11488.698,1,KILIMANJARO,KILIMANJARO,2,MWANGA,73,**CONFIDENTIAL**,0,**CONFIDENTIAL**,301,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0251-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,15,8,12,20246,7,JUNE,2015,**CONFIDENTIAL**,1,20246,7,JUNE,2015,**CONFIDENTIAL**,10,20247,8,JUNE,2015,101,11022016,11,FEBRUARY,2016,YES
0060-002,60,2,URBAN,DAR ES SALAAM,MOROGORO - RURAL,3207301,,,8604.3398,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0251-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,14,7,10,20334,3,SEPTEMBER,2015,**CONFIDENTIAL**,5,20335,4,SEPTEMBER,2015,**CONFIDENTIAL**,10,20336,5,SEPTEMBER,2015,,,,,,YES
0061-001,61,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,11019.584,1,KILIMANJARO,KILIMANJARO,2,MWANGA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,N/A,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,55,1,15,20462,9,JANUARY,2016,**CONFIDENTIAL**,4,20462,9,JANUARY,2016,**CONFIDENTIAL**,20,20465,12,JANUARY,2016,,,,,,YES
0062-001,62,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,10763.286,1,KILIMANJARO,KILIMANJARO,2,MWANGA,73,**CONFIDENTIAL**,0,**CONFIDENTIAL**,301,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0253-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,13,4,39,20241,2,JUNE,2015,**CONFIDENTIAL**,1,20241,2,JUNE,2015,**CONFIDENTIAL**,10,20242,3,JUNE,2015,101,10022016,10,FEBRUARY,2016,YES
0062-004,62,4,RURAL,MAINLAND RURAL,MOROGORO - RURAL,3207301,,,11569.071,1,GEITA,GEITA,4,BUKOMBE,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0253-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,13,7,56,20487,3,FEBRUARY,2016,**CONFIDENTIAL**,7,20487,3,FEBRUARY,2016,**CONFIDENTIAL**,10,20488,4,FEBRUARY,2016,,,,,,YES
0063-001,63,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,10545.218,1,KILIMANJARO,KILIMANJARO,2,MWANGA,73,**CONFIDENTIAL**,0,**CONFIDENTIAL**,301,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0254-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,14,4,20,20241,2,JUNE,2015,**CONFIDENTIAL**,1,20241,2,JUNE,2015,**CONFIDENTIAL**,10,20242,3,JUNE,2015,101,9022016,9,FEBRUARY,2016,YES
0064-001,64,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,11133.229,1,KILIMANJARO,KILIMANJARO,2,MWANGA,73,**CONFIDENTIAL**,0,**CONFIDENTIAL**,301,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0255-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,4,17,20241,2,JUNE,2015,**CONFIDENTIAL**,1,20241,2,JUNE,2015,**CONFIDENTIAL**,10,20242,3,JUNE,2015,101,9022016,9,FEBRUARY,2016,YES
0065-001,65,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,5524.6309,1,KILIMANJARO,KILIMANJARO,2,MWANGA,73,**CONFIDENTIAL**,0,**CONFIDENTIAL**,301,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0256-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,4,36,20241,2,JUNE,2015,**CONFIDENTIAL**,1,20241,2,JUNE,2015,**CONFIDENTIAL**,10,20242,3,JUNE,2015,101,9022016,9,FEBRUARY,2016,YES
0066-001,66,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,2811.1248,1,KILIMANJARO,KILIMANJARO,2,MWANGA,73,**CONFIDENTIAL**,0,**CONFIDENTIAL**,301,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0257-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,15,4,18,20241,2,JUNE,2015,**CONFIDENTIAL**,1,20241,2,JUNE,2015,**CONFIDENTIAL**,10,20242,3,JUNE,2015,101,9022016,9,FEBRUARY,2016,YES
0066-002,66,2,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,5622.2495,1,KILIMANJARO,KILIMANJARO,6,MOSHI MJINI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0257-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,45,9,30,20320,20,AUGUST,2015,**CONFIDENTIAL**,5,20320,20,AUGUST,2015,**CONFIDENTIAL**,10,20321,21,AUGUST,2015,,,,,,YES
0066-003,66,3,RURAL,MAINLAND RURAL,MOROGORO - RURAL,3207301,,,14009.572,1,MWANZA,MWANZA,2,MAGU,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0257-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,13,2,31,20471,18,JANUARY,2016,**CONFIDENTIAL**,7,20475,22,JANUARY,2016,**CONFIDENTIAL**,10,20476,23,JANUARY,2016,,,,,,YES
0067-001,67,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,5658.3926,1,KILIMANJARO,KILIMANJARO,2,MWANGA,22,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0258-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,14,2,56,20242,3,JUNE,2015,**CONFIDENTIAL**,1,20242,3,JUNE,2015,**CONFIDENTIAL**,10,20243,4,JUNE,2015,101,10022016,10,FEBRUARY,2016,YES
0067-004,67,4,URBAN,MAINLAND OTHER URBAN,MOROGORO - RURAL,3207301,,,3027.7087,1,KILIMANJARO,KILIMANJARO,2,MWANGA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0258-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,14,3,56,20243,4,JUNE,2015,**CONFIDENTIAL**,1,20243,4,JUNE,2015,**CONFIDENTIAL**,10,20244,5,JUNE,2015,101,11022016,11,FEBRUARY,2016,YES
0068-001,68,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,3854.5142,1,TANGA,TANGA,1,LUSHOTO,11,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0339-007,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,15,2,22,20016,20,OCTOBER,2014,**CONFIDENTIAL**,1,20017,21,OCTOBER,2014,**CONFIDENTIAL**,10,20017,21,OCTOBER,2014,103,25032015,25,MARCH,2015,YES
0069-002,69,2,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,2299.0464,1,TANGA,TANGA,1,LUSHOTO,11,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0339-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,14,2,44,20150,3,MARCH,2015,**CONFIDENTIAL**,1,20150,3,MARCH,2015,**CONFIDENTIAL**,10,20151,4,MARCH,2015,103,30032015,30,MARCH,2015,YES
0071-001,71,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,15667.326,1,TANGA,TANGA,1,LUSHOTO,11,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0340-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,15,2,38,20015,19,OCTOBER,2014,**CONFIDENTIAL**,1,20017,21,OCTOBER,2014,**CONFIDENTIAL**,10,20017,21,OCTOBER,2014,103,25032015,25,MARCH,2015,YES
0072-001,72,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,15667.326,1,TANGA,TANGA,1,LUSHOTO,11,**CONFIDENTIAL**,0,**CONFIDENTIAL**,31,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0341-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,13,2,16,20015,19,OCTOBER,2014,**CONFIDENTIAL**,1,20017,21,OCTOBER,2014,**CONFIDENTIAL**,10,20017,21,OCTOBER,2014,103,25032015,25,MARCH,2015,YES
0072-003,72,3,URBAN,MAINLAND OTHER URBAN,MOROGORO - URBAN,4115002,,,4589.3857,1,TANGA,TANGA,3,MUHEZA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0341-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,12,8,30,20150,3,MARCH,2015,**CONFIDENTIAL**,1,20150,3,MARCH,2015,**CONFIDENTIAL**,10,20151,4,MARCH,2015,,,,,,YES
0073-001,73,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,8117.1812,1,TANGA,TANGA,1,LUSHOTO,15,**CONFIDENTIAL**,0,**CONFIDENTIAL**,31,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0342-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,14,9,23,20014,18,OCTOBER,2014,**CONFIDENTIAL**,1,20015,19,OCTOBER,2014,**CONFIDENTIAL**,10,20016,20,OCTOBER,2014,103,23032015,23,MARCH,2015,YES
0074-001,74,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,15969.968,1,TANGA,TANGA,1,LUSHOTO,11,**CONFIDENTIAL**,0,**CONFIDENTIAL**,31,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0343-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,7,9,20015,19,OCTOBER,2014,**CONFIDENTIAL**,1,20016,20,OCTOBER,2014,**CONFIDENTIAL**,10,20016,20,OCTOBER,2014,103,23032015,23,MARCH,2015,YES
0075-001,75,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,7872.2241,1,TANGA,TANGA,1,LUSHOTO,11,**CONFIDENTIAL**,0,**CONFIDENTIAL**,31,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0344-008,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,3,47,20014,18,OCTOBER,2014,**CONFIDENTIAL**,1,20017,21,OCTOBER,2014,**CONFIDENTIAL**,10,20017,21,OCTOBER,2014,103,24032015,24,MARCH,2015,YES
0077-001,77,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,4115002,,,15489.077,1,TANGA,TANGA,1,LUSHOTO,11,**CONFIDENTIAL**,0,**CONFIDENTIAL**,31,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0344-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,7,11,20015,19,OCTOBER,2014,**CONFIDENTIAL**,1,20017,21,OCTOBER,2014,**CONFIDENTIAL**,10,20019,23,OCTOBER,2014,103,26032015,26,MARCH,2015,YES
