sciname,common_name,genus,subfamily,family,order,class,superclass,phylum,kingdom,isscaap
ommastrephes bartramii,neon flying squid,ommastrephes,NA,ommastrephidae,teuthida,cephalopoda,NA,mollusca,animalia,"Squids, cuttlefishes, octopuses"
ommastrephidae,ommastrephidae squids nei,NA,NA,ommastrephidae,teuthida,cephalopoda,NA,mollusca,animalia,"Squids, cuttlefishes, octopuses"
ompok bimaculatus,butter catfish,ompok,NA,siluridae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
oncorhynchus,"salmons, trouts",oncorhynchus,salmoninae,salmonidae,salmoniformes,teleostei,osteichthyes,chordata,animalia,NA
oncorhynchus aguabonita,golden trout,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
oncorhynchus gorbuscha,pink(=humpback) salmon,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
oncorhynchus keta,chum(=keta=dog) salmon,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
oncorhynchus kisutch,coho(=silver) salmon,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
oncorhynchus masou,masu(=cherry) salmon,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
oncorhynchus mykiss,rainbow trout,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
oncorhynchus nerka,sockeye(=red) salmon,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
oncorhynchus tshawytscha,chinook(=spring=king) salmon,oncorhynchus,salmoninae,salmonidae,salmoniformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
onykia,hooked squids nei,onykia,NA,onychoteuthidae,oegopsida,cephalopoda,NA,mollusca,animalia,"Squids, cuttlefishes, octopuses"
onykia ingens,greater hooked squid,onykia,NA,onychoteuthidae,oegopsida,cephalopoda,NA,mollusca,animalia,"Squids, cuttlefishes, octopuses"
onykia robusta,robust clubhook squid,onykia,NA,onychoteuthidae,oegopsida,cephalopoda,NA,mollusca,animalia,"Squids, cuttlefishes, octopuses"
ophichthidae,snake eels nei,NA,NA,ophichthidae,anguilliformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
ophichthus,snake eel,ophichthus,ophichthinae,ophichthidae,anguilliformes,teleostei,osteichthyes,chordata,animalia,NA
ophichthus remiger,punctuated snake-eel,ophichthus,ophichthinae,ophichthidae,anguilliformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
ophichthus rufus,rufus snake-eel,ophichthus,ophichthinae,ophichthidae,anguilliformes,teleostei,osteichthyes,chordata,animalia,NA
ophidiidae,"cusk-eels, brotulas nei",NA,NA,ophidiidae,ophidiiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
ophidion barbatum,snake blenny,ophidion,ophidiinae,ophidiidae,ophidiiformes,teleostei,osteichthyes,chordata,animalia,NA
ophioblennius atlanticus,redlip blenny,ophioblennius,salariinae,blenniidae,blenniiformes,teleostei,osteichthyes,chordata,animalia,NA
ophiocoma echinata,black brittle star,ophiocoma,NA,ophiocomidae,ophiacanthida,ophiuroidea,NA,echinodermata,animalia,NA
ophioderma brevispina,,ophioderma,NA,ophiodermatidae,ophiurida,ophiuroidea,NA,echinodermata,animalia,Sea-urchins and other echinoderms
ophioderma brevispinum,short-spined brittle star,ophioderma,NA,ophiodermatidae,ophiacanthida,ophiuroidea,NA,echinodermata,animalia,NA
ophioderma squamosissimum,scaly brittle star,ophioderma,NA,ophiodermatidae,ophiacanthida,ophiuroidea,NA,echinodermata,animalia,NA
ophiodon elongatus,lingcod,ophiodon,ophiodontinae,hexagrammidae,perciformes/cottoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
ophiuroidea,"basket, brittle, snake stars",NA,NA,NA,NA,ophiuroidea,NA,echinodermata,animalia,Sea-urchins and other echinoderms
opisthonema libertate,pacific thread herring,opisthonema,dorosomatinae,clupeidae,clupeiformes,actinopterygii,osteichthyes,chordata,animalia,"Herrings, sardines, anchovies"
opisthonema oglinum,atlantic thread herring,opisthonema,dorosomatinae,clupeidae,clupeiformes,actinopterygii,osteichthyes,chordata,animalia,"Herrings, sardines, anchovies"
opistognathus aurifrons,yellowhead jawfish,opistognathus,NA,opistognathidae,ovalentaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
opistognathus whitehursti,dusky jawfish,opistognathus,NA,opistognathidae,ovalentaria/misc,teleostei,osteichthyes,chordata,animalia,NA
oplegnathus,,oplegnathus,NA,oplegnathidae,centrarchiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
oplegnathus fasciatus,,oplegnathus,NA,oplegnathidae,centrarchiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
opsanus tau,oyster toadfish,opsanus,batrachoidinae,batrachoididae,batrachoidiformes,teleostei,osteichthyes,chordata,animalia,NA
optivus elongatus,slender roughy,optivus,NA,trachichthyidae,trachichthyiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
oratosquilla oratoria,japanese squillid mantis shrimp,oratosquilla,NA,squillidae,stomatopoda,malacostraca,NA,arthropoda,animalia,NA
orcynopsis unicolor,plain bonito,orcynopsis,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
oreochromis,tilapias nei,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis andersonii,three spotted tilapia,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis aureus,blue tilapia,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis macrochir,longfin tilapia,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis mossambicus,mozambique tilapia,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis niloticus,nile tilapia,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis shiranus,tilapia shiranus,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis spilurus,sabaki tilapia,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreochromis tanganicae,,oreochromis,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
oreosomatidae,oreo dories nei,NA,NA,oreosomatidae,zeiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
orthopristis chrysoptera,pigfish,orthopristis,haemulinae,haemulidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
orthopristis reddingi,bronze-striped grunt,orthopristis,haemulinae,haemulidae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
orthopristis rubra,corocoro grunt,orthopristis,haemulinae,haemulidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
osmeridae,smelts nei,NA,NA,osmeridae,osmeriformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
osmerus eperlanus,european smelt,osmerus,NA,osmeridae,osmeriformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
osmerus mordax,rainbow smelt,osmerus,NA,osmeridae,osmeriformes,actinopterygii,osteichthyes,chordata,animalia,"Salmons, trouts, smelts"
osphronemus goramy,giant gourami,osphronemus,osphroneminae,osphronemidae,anabantiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
osteichthyes,bony fishes,NA,NA,NA,NA,NA,osteichthyes,chordata,animalia,NA
osteobrama belangeri,manipur osteobrama,osteobrama,smiliogastrinae,cyprinidae,cypriniformes,actinopterygii,osteichthyes,chordata,animalia,"Carps, barbels and other cyprinids"
osteochilus vittatus,nilem carp,osteochilus,labeoninae,cyprinidae,cypriniformes,actinopterygii,osteichthyes,chordata,animalia,"Carps, barbels and other cyprinids"
osteoglossum bicirrhosum,arawana,osteoglossum,osteoglossinae,osteoglossidae,osteoglossiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
osteomugil engeli,kanda,osteomugil,NA,mugilidae,mugiliformes,teleostei,osteichthyes,chordata,animalia,NA
ostraciidae,boxfishes nei,NA,NA,ostraciidae,tetraodontiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
ostrea,flat oysters nei,ostrea,NA,ostreidae,ostreida,bivalvia,NA,mollusca,animalia,Oysters
ostrea chilensis,chilean oyster,ostrea,NA,ostreidae,ostreida,bivalvia,NA,mollusca,animalia,Oysters
ostrea conchaphila,olympia oyster,ostrea,NA,ostreidae,ostreida,bivalvia,NA,mollusca,animalia,Oysters
ostrea edulis,european flat oyster,ostrea,NA,ostreidae,ostreida,bivalvia,NA,mollusca,animalia,Oysters
ostreidae,flat and cupped oysters nei,NA,NA,ostreidae,ostreida,bivalvia,NA,mollusca,animalia,Oysters
otolithes ruber,tigertooth croaker,otolithes,NA,sciaenidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
ovalipes trimaculatus,rowing crab,ovalipes,NA,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,NA
oxycheilinus digramma,cheeklined wrasse,oxycheilinus,cheilininae,labridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
oxycheilinus unifasciatus,ringtail maori wrasse,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
oxydoras kneri,,oxydoras,doradinae,doradidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
oxyeleotris marmorata,marble goby,oxyeleotris,butinae,butidae,gobiiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
oxynotus bruniensis,prickly dogfish,oxynotus,NA,oxynotidae,squaliformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
oxynotus centrina,angular roughshark,oxynotus,NA,oxynotidae,squaliformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
oxynotus paradoxus,sailfin roughshark,oxynotus,NA,oxynotidae,squaliformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
ozius guttatus,spottedbelly rock crab,ozius,NA,oziidae,decapoda,malacostraca,NA,arthropoda,animalia,NA
pachymetopon aeneum,blue hottentot,pachymetopon,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pacifastacus leniusculus,signal crayfish,pacifastacus,NA,astacidae,decapoda,malacostraca,NA,arthropoda,animalia,Freshwater crustaceans
pagellus,pandoras nei,pagellus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagellus acarne,axillary seabream,pagellus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagellus bellottii,red pandora,pagellus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagellus bogaraveo,blackspot seabream,pagellus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagellus erythrinus,common pandora,pagellus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagetodes antarcticus,long-fingered icefish,pagetodes,NA,channichthyidae,perciformes/notothenioidei,teleostei,osteichthyes,chordata,animalia,NA
pagrus,pargo breams nei,pagrus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagrus africanus,southern common seabream,pagrus,NA,sparidae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
pagrus auratus,silver seabream,pagrus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagrus auriga,redbanded seabream,pagrus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagrus caeruleostictus,bluespotted seabream,pagrus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagrus major,red seabream,pagrus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
pagrus pagrus,red porgy,pagrus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
paguridae,right-handed hermit crabs nei,NA,NA,paguridae,decapoda,malacostraca,NA,arthropoda,animalia,"King crabs, squat-lobsters"
paguristes puncticeps,hermit crab,paguristes,NA,diogenidae,decapoda,malacostraca,NA,arthropoda,animalia,NA
palaemon,palaemon shrimps nei,palaemon,NA,NA,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
palaemon adspersus,baltic prawn,palaemon,NA,palaemonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
palaemon elegans,rockpool prawn,palaemon,NA,palaemonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
palaemon longirostris,delta prawn,palaemon,NA,palaemonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
palaemon serratus,common prawn,palaemon,NA,palaemonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
palaemonetes varians,atlantic ditch shrimp,palaemonetes,NA,palaemonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
palaemonidae,palaemonid shrimps nei,NA,NA,palaemonidae,decapoda,malacostraca,NA,arthropoda,animalia,Multiple ISSCAAP groups
palinuridae,spiny lobsters nei,NA,NA,palinuridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
palinurus,palinurid spiny lobsters nei,palinurus,NA,palinuridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
palinurus delagoae,natal spiny lobster,palinurus,NA,palinuridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
palinurus elephas,common spiny lobster,palinurus,NA,palinuridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
palinurus gilchristi,southern spiny lobster,palinurus,NA,palinuridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
palinurus mauritanicus,pink spiny lobster,palinurus,NA,palinuridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
pampus,silver pomfrets nei,pampus,NA,stromateidae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
pampus argenteus,silver pomfret,pampus,NA,stromateidae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
pampus chinensis,chinese silver pomfret,pampus,NA,stromateidae,scombriformes,teleostei,osteichthyes,chordata,animalia,NA
pandalidae,pandalid shrimps nei,NA,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalopsis japonica,morotoge shrimp,pandalopsis,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus,pandalus shrimps nei,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus borealis,northern prawn,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus goniurus,humpy shrimp,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus hypsinotus,coonstripe shrimp,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus japonicus,sidestripe shrimp,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,NA
pandalus jordani,ocean shrimp,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus kessleri,hokkai shrimp,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus montagui,aesop shrimp,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pandalus platyceros,spot shrimp,pandalus,NA,pandalidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
pangasianodon hypophthalmus,striped catfish,pangasianodon,NA,pangasiidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
pangasius,pangas catfishes nei,pangasius,NA,pangasiidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
pangasius djambal,,pangasius,NA,pangasiidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
pangasius pangasius,pangas catfish,pangasius,NA,pangasiidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
panopea,,panopea,NA,hiatellidae,adapedonta,bivalvia,NA,mollusca,animalia,"Clams, cockles, arkshells"
